-19.7722168,9,-19.71142578,8.999694824
-19.62341309,9.000305176,-19.54937744,8.99987793
-19.40881348,9.000305176,-19.33898926,9
-19.25482178,8.999572754,-19.16741943,9.000427246
-19.0435791,9.000305176,-18.99572754,9.000305176
-19.0435791,9.000305176,-18.99572754,9.000305176
-15.94396973,9,-15.85351563,8.999816895
-13.30462646,9.00012207,-13.22528076,9
-13.14660645,8.999816895,-13.06512451,9.000183105
-12.96697998,9.00012207,-12.88928223,9
-12.81079102,9,-12.73461914,9
-12.63519287,9.000183105,-12.54040527,8.999694824
-10.01751709,9.000488281,-10.03607178,9.00012207
-10.15777588,9.00012207,-10.27532959,9
-10.35150146,8.99987793,-10.44799805,9.000183105
-10.53338623,8.999572754,-10.63519287,8.999816895
-10.73242188,9.000183105,-10.78637695,9.000183105
-11.73461914,9.080993652,-11.80377197,9.105407715
-16.32781982,10.70172119,-16.39471436,10.7255249
-18.90930176,11.64752197,-18.96337891,11.66802979
-18.98962402,11.67767334,-19.02709961,11.69110107
-19.18511963,11.75061035,-19.23547363,11.76928711
-19.25927734,11.77838135,-19.30291748,11.7946167
-19.46282959,11.85437012,-19.51379395,11.87347412
-19.5369873,11.88262939,-19.57092285,11.89538574
-18.71960449,8.659179688,-18.67749023,8.615722656
-15.44238281,5.417480469,-15.37402344,5.352416992
-14.10681152,4.085571289,-14.07818604,4.05670166
-14.21661377,4.150878906,-14.26800537,4.216674805
-14.39538574,4.455871582,-14.41687012,4.477905273
-14.14569092,4.125610352,-14.10021973,4.078918457
-14.07788086,4.055480957,-14.09790039,4.076477051
-14.72241211,4.714111328,-14.82202148,4.816223145
-14.99047852,4.990112305,-15.1151123,5.114929199
-9.68547821,-0.307788789,-9.713459015,-0.280838013
-10.80728531,0.813674927,-10.83921432,0.846118927
-11.42681122,1.444358826,-11.57014853,1.59078598
-11.71777731,1.741333008,-11.84394842,1.870765686
-12.03603739,2.068347871,-12.10899347,2.14302057
-12.21508032,2.252025604,-12.2495842,2.287559509
-12.58106232,2.629337311,-12.60715479,2.656631529
-12.77229309,2.81867981,-12.91957861,2.960643828
-18.05757523,9.033680022,-18.01448822,9.00844568
-17.34689713,8.99969101,-17.27617258,9.000205994
-17.21025473,8.999519289,-17.33333588,9.000034273
-17.03327179,9.004154205,-17.01816559,9.038486481
-16.13651282,7.488212585,-16.28568649,7.485466003
-16.78951257,7.436542511,-16.80547708,7.481346071
-16.45648962,7.50005722,-16.40241623,7.50005722
-17.70017618,8.953857422,-17.7554512,8.962268829
-16.08192438,10.49983978,-15.95180511,10.49983978
-15.70941931,10.50189972,-15.78306198,10.49983978
-15.91386801,10.50258642,-15.99128717,10.50035483
-16.54987341,10.4993248,-16.45580292,10.50035483
-17.00426102,9.000377715,-16.972332,9.000720978
-16.9625473,9.000720978,-16.90452582,9.000034273
-16.89628601,8.999862671,-16.86538702,8.999862671
-16.85062408,9.000377715,-16.80582052,9.000034273
-16.79431921,8.99969101,-16.75329208,8.99969101
-16.74230582,9.000034273,-16.69733047,9.000205994
-16.64875031,8.995742798,-16.63312912,8.951625824
-16.82693481,8.915920317,-16.80152887,8.947506011
-17.32852942,9.000377715,-17.35771179,9.000034273
-12.91872019,2.918243408,-12.83632278,2.835502625
-12.01560968,2.015647888,-11.97492599,1.975135803
-11.4589119,1.455173492,-11.41685492,1.412773073
-11.34304053,1.338615417,-11.27866739,1.274242401
-11.1700058,1.165237427,-11.13430017,1.129188478
-11.08177191,1.076831818,-11.04503632,1.039924622
-10.92075348,0.915985107,-10.86032867,0.85521698
-13.25431818,3.249378204,-13.32658768,3.321991026
-13.76106262,3.756122589,-13.84637833,3.841438293
-14.23398972,4.231796324,-14.27347177,4.270935118
